country,keyword,search_volume,cpc,competition_level,source,difficulty,relevance,score
es,puerto ibiza,6600,0.45,LOW,w3,0,7,6930.0
es,linea metro verde barcelona,6600,0,LOW,w3,0,7,6930.0
es,dana canarias,6600,0,LOW,w3,0,7,6930.0
es,pagar multa ayuntamiento madrid,6600,0,LOW,w3,0,7,6930.0
es,pisos baratos alquiler madrid,6600,0.5,LOW,w3,0,7,6930.0
es,pisos alquiler leganes,6600,1.28,LOW,w3,0,7,6930.0
es,pisos en fuenlabrada alquiler,6600,0.91,LOW,w3,0,7,6930.0
es,pisos alquiler manresa,6600,1.13,LOW,w3,0,7,6930.0
pt,resultado do porto benfica,6600,0.86,LOW,w3,0,7,6930.0
pt,chuva de lama portugal,6600,0,LOW,w3,0,7,6930.0
pt,classificações de porto b,6600,0,LOW,w3,0,7,6930.0
pt,jogo porto sporting,6600,0.84,LOW,w3,0,7,6930.0
pt,castelo de porto de mós,6600,0.04,LOW,w3,0,7,6930.0
pt,eurostars porto douro,6600,1.15,LOW,w3,0,7,6930.0
es,plano valencia metro,6600,0,LOW,w3,0,7,6930.0
es,alquiler pisos ciudad real,6600,0.09,LOW,w3,0,7,6930.0
es,idealista alquiler madrid,6600,0.68,LOW,w3,0,7,6930.0
es,metro gregorio marañón,6600,0.18,LOW,w3,0,7,6930.0
es,metro guzmán el bueno,6600,0.19,LOW,w3,0,7,6930.0
es,planos metro valencia,6600,0,LOW,w3,0,7,6930.0
es,la sala puerto banus,6600,0.69,LOW,w3,0,7,6930.0
es,puerto de puntagorda,6600,0.02,LOW,w3,0,7,6930.0
es,puerto mallorca,6600,0.23,LOW,w3,0,7,6930.0
es,puerto calderón,6600,6.5,LOW,w3,0,7,6930.0
es,lluvia acida,6600,0.3,LOW,w3,0,7,6930.0
es,pisos alquiler almeria,6600,0.34,LOW,w5,0,7,6930.0
es,alquiler piso badajoz,6600,0.11,LOW,w5,0,7,6930.0
es,pisos donostia alquiler,6600,0.38,LOW,w5,0,7,6930.0
es,pisos alquiler zamora,6600,0.76,LOW,w5,0,7,6930.0
es,pisos alquiler tenerife,6600,0.17,LOW,w5,0,7,6930.0
es,alquiler piso guadalajara,6600,0.4,LOW,w5,0,7,6930.0
es,taxis el puerto de santa maria,6600,0.62,LOW,w5,0,7,6930.0
es,taxi puerto de santa maria,6600,0.62,LOW,w5,0,7,6930.0
es,parking salitre malaga,6600,0.31,LOW,w5,0,7,6930.0
es,parking apk2 plaza europa,6600,0.14,LOW,w5,0,7,6930.0
es,tir parking,6600,0.1,LOW,w5,0,7,6930.0
es,parking tejon,6600,0.3,LOW,w5,0,7,6930.0
es,parking auditorio,6600,0.2,LOW,w5,0,7,6930.0
es,nerja parking publico,6600,0.15,LOW,w5,0,7,6930.0
es,llegadas aeropuerto barcelona,12100,0.02,LOW,w3,11,8,6914.3
es,vuelos a gran canaria,12100,0.6,HIGH,w3,4,8,6914.3
pt,aeroporto internacional da madeira cristiano ronaldo,12100,0.27,LOW,w3,11,8,6914.3
es,resultado dgt,14800,6.23,LOW,w3,19,9,6889.7
es,dgt resultados examen practico,12100,0,LOW,w3,14,9,6806.2
es,dgt examen practico resultados,12100,0,LOW,w3,14,9,6806.2
es,previsión tiempo barcelona,33100,0,LOW,w3,63,10,6801.4
es,previsión tiempo: barcelona,33100,0,LOW,w3,63,10,6801.4
es,plano cercanias madrid,18100,0,LOW,w3,26,9,6787.5
es,cercanias plano madrid,18100,0,LOW,w3,26,9,6787.5
es,el tiempo en madrid por horas,18100,0,LOW,w3,30,10,6787.5
pt,preço gasoleo,18100,0.77,LOW,w3,22,8,6787.5
es,tiempo: soto del real,9900,0,LOW,w3,12,10,6750.0
es,tiempo soto del real,9900,0,LOW,w3,12,10,6750.0
es,tiempo en soto del real,9900,0,LOW,w3,12,10,6750.0
es,el tiempo en soto del real,9900,0,LOW,w3,12,10,6750.0
es,soto del real tiempo,9900,0,LOW,w3,12,10,6750.0
pt,tempo em coimbra amanhã,5400,0,LOW,w3,2,10,6750.0
pt,metro porto horário,12100,0.53,LOW,w3,9,7,6686.8
es,atascos,9900,0,LOW,seed,10,9,6682.5
es,pago tasa dgt,9900,0.54,LOW,w3,10,9,6682.5
es,línea 4 metro madrid,22200,0,LOW,w3,25,7,6660.0
es,horarios renfe cercanias valencia,22200,0.61,LOW,w5,35,9,6660.0
es,estación de tren de torremolinos renfe,5400,0.18,LOW,w3,1,9,6627.3
es,horario renfe santander,5400,0,LOW,w5,1,9,6627.3
pt,tempo amanhã,33100,0.13,LOW,w3,65,10,6620.0
es,plano madrid cercanias,18100,0,LOW,w3,27,9,6604.1
pt,hospital da luz clínica do porto,6600,0.27,LOW,w3,2,8,6600.0
pt,meteorologia monção,6600,0,LOW,w3,5,10,6600.0
pt,meteorologia guimaraes,6600,0,LOW,w3,5,10,6600.0
pt,tempo para amanhã em viseu,4400,0,LOW,w3,0,10,6600.0
pt,tempo em viseu para amanhã,4400,0,LOW,w3,0,10,6600.0
es,parking aeropuerto alicante,18100,1.62,HIGH,w3,12,8,6581.8
es,aemet ciudad real,27100,0,LOW,w3,52,10,6556.5
pt,fc porto bilhetes,18100,0.03,LOW,w3,19,7,6553.4
es,alquiler barcelona,8100,0.59,LOW,w3,3,7,6542.3
pt,linha vermelha metro lisboa,8100,0.47,LOW,w3,3,7,6542.3
es,renfe comprar billetes,27100,0.72,LOW,w3,46,9,6533.0
es,aemet localidades,22200,0,LOW,w3,41,10,6529.4
es,el tiempo: valencia hoy,14800,0.43,LOW,w3,24,10,6529.4
es,riyadh air metropolitano avenida de luis aragonés madrid,9900,0.04,LOW,w3,6,7,6496.9
es,tiempo en manzanares el real,12100,0,LOW,w3,18,10,6482.1
es,manzanares el real tiempo,12100,0,LOW,w3,18,10,6482.1
es,vuelos barcelona roma,8100,0.82,HIGH,w3,0,8,6480.0
es,barcelona-roma vuelos,8100,0.82,HIGH,w3,0,8,6480.0
es,vuelos madrid gran canaria,8100,0.64,HIGH,w3,0,8,6480.0
es,vuelos coruña madrid,8100,0.73,HIGH,w3,0,8,6480.0
pt,camisola benfica 25 26,8100,0.12,HIGH,w3,0,8,6480.0
es,vuelos a dubai,8100,0.25,MEDIUM,w3,0,8,6480.0
es,vuelos madrid lanzarote,8100,0.53,HIGH,w3,0,8,6480.0
es,vuelos sevilla madrid,8100,0.37,HIGH,w3,0,8,6480.0
es,vuelos a marruecos,8100,0.31,MEDIUM,w3,0,8,6480.0
es,vuelos valencia sevilla,8100,0.46,HIGH,w3,0,8,6480.0
es,vuelos madrid nueva york,8100,0.52,MEDIUM,w3,0,8,6480.0
es,vuelos madrid a málaga,8100,0.63,HIGH,w3,0,8,6480.0
es,vuelos madrid malaga,8100,0.63,HIGH,w3,0,8,6480.0
es,vuelos madrid ibiza,8100,0.79,HIGH,w3,0,8,6480.0
es,vuelos estambul,8100,0.39,MEDIUM,w3,0,8,6480.0
es,vuelos tenerife madrid,8100,0.67,HIGH,w3,0,8,6480.0
es,vuelos a estambul,8100,0.39,MEDIUM,w3,0,8,6480.0
es,aeropuerto asturias,8100,2.05,LOW,w3,5,8,6480.0
es,moto electrica 125,8100,0.43,MEDIUM,w5,0,8,6480.0
es,aeropuerto Lanzarote,5400,2.73,LOW,seed,0,8,6480.0
pt,sixt aeroporto porto,5400,1.16,LOW,w3,0,8,6480.0
pt,lisboa chegadas,5400,0.84,LOW,w3,0,8,6480.0
es,vuelos desde santander,5400,0.22,LOW,w3,0,8,6480.0
es,vuelos a jerez de la frontera,5400,0.38,LOW,w3,0,8,6480.0
es,plataforma logística decathlon cac barcelona,5400,0.25,LOW,w3,0,8,6480.0
es,bélgica en el mapa,5400,0.02,LOW,w3,0,8,6480.0
pt,previsão do tempo hoje,18100,0,LOW,w3,32,10,6464.3
pt,carcavelos meteorologia,9900,0,LOW,w3,13,10,6456.5
es,el tiempo en estación de cártama,9900,0,LOW,w5,13,10,6456.5
es,vuelos a canarias,12100,0.45,HIGH,w3,5,8,6453.3
es,el tiempo en canarias,22200,0.21,LOW,w3,42,10,6403.8
es,billetes renfe,22200,0.59,LOW,w3,37,9,6376.6
es,resultado dgt examen teorico,9900,1.13,LOW,w3,11,9,6364.3
es,estación de guaguas,9900,0.19,LOW,w3,11,9,6364.3
es,manifestación palestina madrid,6600,0,LOW,w3,4,9,6364.3
es,barcelona: lluvias,27100,0,LOW,w3,35,7,6323.3
es,alquiler coche malaga,9900,2.68,HIGH,w3,1,7,6300.0
es,metro valencia plano,6600,0,LOW,w3,1,7,6300.0
es,aeropuerto de málaga,9900,1.34,LOW,w3,9,8,6252.6
es,ayuda alquiler 2025,14800,1.73,LOW,w3,15,7,6216.0
es,tiempo: madrid horas,9900,0,LOW,w3,14,10,6187.5
pt,meteorologia albergaria a velha,6600,0,LOW,w3,6,10,6187.5
pt,meteorologia para monção,6600,0,LOW,w3,6,10,6187.5
pt,meteorologia albergaria-a-velha,6600,0,LOW,w3,6,10,6187.5
es,lluvias en barcelona,27100,0,LOW,w3,36,7,6185.9
es,lluvias barcelona,27100,0,LOW,w3,36,7,6185.9
pt,ipma leiria,14800,0,LOW,w3,26,10,6166.7
es,seguro coche,60500,10.75,HIGH,w3,59,7,6137.7
es,puerto de Algeciras,22200,0.07,LOW,seed,28,7,6134.2
pt,metro linha azul,9900,0.55,LOW,w3,7,7,6114.7
es,renfe trenes,27100,0.62,LOW,w3,50,9,6097.5
es,dana,33100,2.2,LOW,seed,47,7,6097.4
es,dgt resultados examen teórico,9900,1.13,LOW,w3,12,9,6075.0
es,dgt resultado examen teórico,9900,1.13,LOW,w3,12,9,6075.0
es,jefatura provincial de trafico de valencia,9900,0.45,LOW,w3,12,9,6075.0
es,estación de servicio bonarea,9900,0.15,LOW,w5,12,9,6075.0
es,puerto de mazarron,8100,0.9,LOW,w3,4,7,6075.0
es,puerto escondido,8100,1.13,LOW,w3,4,7,6075.0
pt,previsão do tempo braga,8100,0,LOW,w3,10,10,6075.0
pt,casa da musica porto,8100,1.44,LOW,w3,6,8,6075.0
es,aeropuerto valencia llegadas,8100,0.09,LOW,w3,6,8,6075.0
es,aeropuerto granada,8100,0.98,LOW,w3,6,8,6075.0
es,metro san blas,8100,0.21,LOW,w3,4,7,6075.0
pt,intercidades,5400,0.58,LOW,seed,2,9,6075.0
es,alquiler coche lanzarote,12100,3.64,HIGH,w3,4,7,6050.0
es,vuelos baratos a londres,12100,0.6,HIGH,w3,6,8,6050.0
pt,metro porto / horários,12100,0.53,LOW,w3,11,7,6050.0
pt,metro do porto / horários,12100,0.53,LOW,w3,11,7,6050.0
pt,horários metro porto,12100,0.53,LOW,w3,11,7,6050.0
pt,metro do porto horarios,12100,0.53,LOW,w3,11,7,6050.0
es,plano renfe madrid,12100,0,LOW,w3,17,9,6050.0
es,manzanares del real tiempo,12100,0,LOW,w3,20,10,6050.0
es,universidad politecnica de valencia,12100,2.36,LOW,w3,14,8,6050.0
es,meteosat madrid,18100,0,LOW,w3,35,10,6033.3
es,parking aeropuerto barcelona,18100,1.39,HIGH,w3,14,8,6033.3
es,carpeta ciudadana comunidad de madrid,33100,0,LOW,w3,48,7,5992.2
es,puerto sherry,22200,1,LOW,w3,29,7,5976.9
es,metro en bilbao,14800,1.52,LOW,w3,16,7,5976.9
es,mapa cercanias madrid,18100,0,LOW,w3,31,9,5959.8
es,el tiempo: bilbao por horas,9900,0,LOW,w3,15,10,5940.0
pt,estacionar aeroporto lisboa,6600,4.07,HIGH,seed,0,9,5940.0
es,radar lluvia malaga,6600,0,LOW,w3,5,9,5940.0
es,ave madrid zaragoza,6600,0.38,MEDIUM,w3,0,9,5940.0
es,estación de esquí de valdelinares,6600,0.24,LOW,w3,5,9,5940.0
es,estación Sevilla Santa Justa,4400,0.3,LOW,seed,0,9,5940.0
es,teléfono renfe gratuito atención al cliente,4400,0,LOW,w3,0,9,5940.0
pt,ave mobilidade horários,4400,0.68,LOW,w3,0,9,5940.0
es,estacion bilbao,4400,0.14,LOW,w3,0,9,5940.0
es,estación de tren puerto de santa maría,4400,0.47,LOW,w3,0,9,5940.0
es,estación de tren montcada i reixac-manresa,4400,0,LOW,w3,0,9,5940.0
es,estación de gandía,4400,0.68,LOW,w3,0,9,5940.0
es,b&b hotel granada estación,4400,0.87,LOW,w3,0,9,5940.0
es,estación central de bruselas,4400,0.33,LOW,w3,0,9,5940.0
es,estación de cádiz adif,4400,0.09,LOW,w3,0,9,5940.0
es,estación de poblenou,4400,0.33,LOW,w3,0,9,5940.0
es,estación municipal de autobuses de san bernardo algeciras,4400,0.13,LOW,w3,0,9,5940.0
es,estación de guaguas costa adeje,4400,0.36,LOW,w3,0,9,5940.0
es,estación de tren montcada i reixac manresa,4400,0,LOW,w3,0,9,5940.0
es,estación de autobuses de palencia,4400,0.31,LOW,w3,0,9,5940.0
es,estación de tren utrera,4400,0.18,LOW,w3,0,9,5940.0
es,estación de tren de utrera,4400,0.18,LOW,w3,0,9,5940.0
pt,estacionamento duque de loulé,4400,0.08,LOW,w3,0,9,5940.0
es,cafetería la estación,4400,0.2,LOW,w5,0,9,5940.0
es,red electrica de españa,22200,5.84,LOW,w3,35,8,5920.0
es,vuelos a madrid,22200,0.54,MEDIUM,w3,20,8,5920.0
es,aeropuerto Ibiza,5400,2.76,LOW,seed,1,8,5890.9
es,tiempo madrid para hoy,12100,0,LOW,w3,21,10,5854.8
pt,clima da serra da estrela,6600,0,LOW,w3,7,10,5823.5
es,horario cercanias malaga,18100,1.05,LOW,w5,32,9,5817.9
es,mas renfe,9900,0.19,LOW,w3,13,9,5810.9
es,lluvias-barcelona,27100,0,LOW,w3,39,7,5807.1
es,puerto sagunto tiempo,8100,0,LOW,w3,11,10,5785.7
es,tiempo burgos mañana,5400,0,LOW,w3,4,10,5785.7
es,meteorología en madrid,18100,0,LOW,w3,37,10,5776.6
es,prevision tiempo valencia,18100,0,LOW,w3,37,10,5776.6
es,puerto de la cruz wetter,12100,0,LOW,w3,12,7,5775.0
es,metro línea 5,12100,0,LOW,w3,12,7,5775.0
es,metro linea 8 madrid,9900,0,LOW,w3,8,7,5775.0
es,metro serrano,9900,0.16,LOW,w3,8,7,5775.0
es,ayuntamiento puerto de la cruz,6600,0.3,LOW,w3,2,7,5775.0
es,estación de servicio cerca de mi,27100,0.09,LOW,w5,54,9,5716.4
es,estación de servicio cerca de mí,27100,0.09,LOW,w5,54,9,5716.4
es,tiempo en malaga aemet,9900,2.87,LOW,w5,16,10,5711.5
es,ferry Barcelona Mallorca,8100,1.44,HIGH,seed,0,7,5670.0
es,ferry denia formentera,8100,1.25,HIGH,w3,0,7,5670.0
es,ferry tarifa tanger,8100,1.29,HIGH,w3,0,7,5670.0
es,alquiler de pisos madrid,8100,0.66,LOW,w3,5,7,5670.0
es,alquiler furgonetas madrid,8100,1.77,HIGH,w3,0,7,5670.0
es,alquiler habitacion valencia,8100,0.65,MEDIUM,w3,0,7,5670.0
es,centauro alquiler de coches,8100,0.75,MEDIUM,w5,0,7,5670.0
es,pisos alquiler huesca,5400,0.45,LOW,w3,0,7,5670.0
es,pisos en alquiler barcelona baratos,5400,0.31,LOW,w3,0,7,5670.0
es,alquiler de bicicletas,5400,0.77,LOW,w3,0,7,5670.0
es,pisos alquiler ponferrada,5400,0.36,LOW,w3,0,7,5670.0
pt,taberna londrina porto são joão,5400,0.37,LOW,w3,0,7,5670.0
pt,restaurantes em porto covo,5400,0.18,LOW,w3,0,7,5670.0
pt,ibis porto gaia,5400,0.46,LOW,w3,0,7,5670.0
pt,taberna londrina porto sao joao,5400,0.37,LOW,w3,0,7,5670.0
pt,escalações de futebol clube do porto x sporting,5400,0,LOW,w3,0,7,5670.0
es,puerto bahía de cádiz,5400,0.13,LOW,w3,0,7,5670.0
es,puerto sagunto,5400,0.87,LOW,w3,0,7,5670.0
es,taberna puerto lagasca,5400,0.86,LOW,w3,0,7,5670.0
es,pisos alquiler santa cruz de tenerife,5400,0.11,LOW,w5,0,7,5670.0
es,pisos alquiler huelva,5400,0.19,LOW,w5,0,7,5670.0
es,alquiler piso avila,5400,0.29,LOW,w5,0,7,5670.0
es,alquiler pisos aranjuez,5400,1.08,LOW,w5,0,7,5670.0
es,alquiler en las palmas,5400,0.69,LOW,w5,0,7,5670.0
es,pisos alquiler caceres,5400,0.15,LOW,w5,0,7,5670.0
es,alquiler piso jaen,5400,0.39,LOW,w5,0,7,5670.0
es,alquiler piso valdemoro,5400,0.86,LOW,w5,0,7,5670.0
es,parking nn còrsega,5400,0.51,LOW,w5,0,7,5670.0
es,parking vejer,5400,0,LOW,w5,0,7,5670.0
es,parking ciutadella,5400,0.86,LOW,w5,0,7,5670.0
es,parking pita,5400,0.6,LOW,w5,0,7,5670.0
es,aparcamiento balcón de europa,5400,2.73,LOW,w5,0,7,5670.0
es,pago tasas dgt,9900,0.54,LOW,w3,14,9,5568.8
es,el tiempo en madrid hoy,22200,0.06,LOW,w3,50,10,5550.0
es,aviso aemet,18100,0,LOW,w3,39,10,5540.8
es,valencia tiempo aemet,18100,0,LOW,w3,39,10,5540.8
es,alerta roja lluvias españa,12100,0,LOW,w3,13,7,5523.9
es,clima hoy en valencia,12100,0,LOW,w3,23,10,5500.0
es,huelva tiempo hoy,9900,0,LOW,w3,17,10,5500.0
pt,o tempo no porto,9900,0,LOW,w3,17,10,5500.0
pt,o tempo porto,9900,0,LOW,w3,17,10,5500.0
es,tiempo mañana en málaga,9900,0.01,LOW,w3,17,10,5500.0
es,malaga tiempo aemet,9900,2.87,LOW,w5,17,10,5500.0
pt,meteorologia leça da palmeira,6600,0,LOW,w3,8,10,5500.0
es,tiempo: madrid hoy por horas,6600,0,LOW,w3,8,10,5500.0
pt,meteorologia sao martinho do porto,4400,0,LOW,w3,2,10,5500.0
pt,meteo sao martinho do porto,4400,0,LOW,w3,2,10,5500.0
es,lluvias canarias,9900,0,LOW,w3,9,7,5471.1
pt,horários carris metropolitana,9900,0.45,LOW,w3,9,7,5471.1
es,resultado de la dgt examen,8100,1.7,LOW,w3,10,9,5467.5
es,etiquetas dgt,8100,0.27,LOW,w3,10,9,5467.5
es,ferry ibiza formentera,14800,0.86,HIGH,w3,9,7,5452.6
es,plan renfe madrid,12100,0,LOW,w3,20,9,5445.0
es,gasolineras low cost,22200,0.08,LOW,seed,39,8,5436.7
es,centro de cultura contemporánea de barcelona,18100,0.26,LOW,w3,40,10,5430.0
es,meteorología madrid,18100,0,LOW,w3,40,10,5430.0
es,madrid meteorologia,18100,0,LOW,w3,40,10,5430.0
es,el tiempo en Las Palmas,27100,0,LOW,seed,65,10,5420.0
pt,meteorologia são pedro do sul,5400,0,LOW,w3,5,10,5400.0
pt,stcp horário tempo real,3600,0.43,LOW,w3,0,10,5400.0
pt,tempo para amanhã leiria,3600,0.3,LOW,w3,0,10,5400.0
pt,tempo para amanhã em leiria,3600,0.3,LOW,w3,0,10,5400.0
es,el tiempo en el real de san vicente,3600,0,LOW,w3,0,10,5400.0
es,el tiempo real de san vicente,3600,0,LOW,w3,0,10,5400.0
es,a tiempo noticias peñaranda de bracamonte,3600,0,LOW,w3,0,10,5400.0
pt,tempo cabo verde,3600,0,LOW,w3,0,10,5400.0
pt,meteorologia em são pedro do sul,3600,0,LOW,w3,0,10,5400.0
es,temporal en canarias,3600,0,LOW,w5,0,10,5400.0
es,temporales en canarias,3600,0,LOW,w5,0,10,5400.0
es,temporal canarias,3600,0,LOW,w5,0,10,5400.0
es,parking aeropuerto sevilla,14800,1.07,HIGH,w3,12,8,5381.8
es,vuelos a nueva york,12100,0.95,MEDIUM,w3,8,8,5377.8
es,tiempo para madrid hoy,12100,0,LOW,w3,24,10,5338.2
es,valencia clima hoy,12100,0,LOW,w3,24,10,5338.2
es,san juan puerto rico,6600,1.07,LOW,w3,3,7,5330.8
es,tiempo: valencia aemet,18100,0,LOW,w3,41,10,5323.5
es,tiempo valencia: aemet,18100,0,LOW,w3,41,10,5323.5
es,alquiler bicicletas,8100,0.75,LOW,w3,6,7,5315.6
pt,mapa do metro do porto,8100,0.42,LOW,w3,6,7,5315.6
es,metro goya,8100,0.05,LOW,w3,6,7,5315.6
es,tiempo norte tenerife,9900,0.01,LOW,w3,18,10,5303.6
pt,meteorologia fundão,9900,0,LOW,w3,18,10,5303.6
pt,horário metro porto,12100,0.53,LOW,w3,14,7,5293.8
pt,metro do porto horario,12100,0.53,LOW,w3,14,7,5293.8
es,aemet alcobendas,14800,0,LOW,w3,32,10,5285.7
es,vuelos madrid menorca,6600,0.47,HIGH,w3,0,8,5280.0
es,vuelo madrid bilbao,6600,0.66,HIGH,w3,0,8,5280.0
es,vuelos madrid bruselas,6600,0.82,HIGH,w3,0,8,5280.0
es,vuelos madrid praga,6600,0.54,HIGH,w3,0,8,5280.0
es,vuelos madrid japon,6600,0.7,HIGH,w3,0,8,5280.0
es,vuelos sevilla tenerife,6600,0.65,HIGH,w3,0,8,5280.0
es,vuelos madrid coruña,6600,0.77,HIGH,w3,0,8,5280.0
es,vuelos malaga roma,6600,0.55,MEDIUM,w3,0,8,5280.0
es,vuelos madrid sevilla,6600,0.34,HIGH,w3,0,8,5280.0
es,vuelo madrid budapest,6600,0.5,HIGH,w3,0,8,5280.0
es,vuelos a tailandia,6600,0.42,MEDIUM,w3,0,8,5280.0
es,vuelos madrid estambul,6600,1.15,MEDIUM,w3,0,8,5280.0
es,vuelos barcelona londres,6600,0.91,HIGH,w3,0,8,5280.0
es,vuelos madrid vigo,6600,0.78,HIGH,w3,0,8,5280.0
es,vuelos a colombia,6600,0.43,HIGH,w3,0,8,5280.0
es,vuelos alicante roma,6600,0.54,HIGH,w3,0,8,5280.0
es,vuelos a berlin,6600,0.53,MEDIUM,w3,0,8,5280.0
es,vuelo barcelona tenerife,6600,0.79,HIGH,w3,0,8,5280.0
es,vuelo valencia ibiza,6600,0.64,HIGH,w3,0,8,5280.0
es,vuelos valencia roma,6600,0.58,MEDIUM,w3,0,8,5280.0
es,vuelos bilbao alicante,6600,0.67,HIGH,w3,0,8,5280.0
es,vuelos sevilla bilbao,6600,0.69,HIGH,w3,0,8,5280.0
es,vuelos directos desde bilbao,6600,0.46,MEDIUM,w3,0,8,5280.0
es,vuelo bilbao londres,6600,0.7,HIGH,w3,0,8,5280.0
es,malaga bilbao vuelos,6600,0.7,HIGH,w3,0,8,5280.0
es,vuelos desde bilbao,6600,0.29,MEDIUM,w3,0,8,5280.0
es,parking aeropuerto oporto,6600,0.92,MEDIUM,w3,0,8,5280.0
pt,sixt aeroporto lisboa,4400,1.63,LOW,w3,0,8,5280.0
pt,república dos cachorros 2,4400,0.14,LOW,w3,0,8,5280.0
pt,aeroporto de lisboa chegadas e partidas,4400,0.04,LOW,w3,0,8,5280.0
pt,chegadas madeira,4400,0,LOW,w3,0,8,5280.0
pt,aeroporto de lisboa partidas e chegadas,4400,0.04,LOW,w3,0,8,5280.0
es,aeropuerto de sevilla diego velázquez svq a 4 sevilla,4400,0.32,LOW,w3,0,8,5280.0
es,factory aeropuerto sevilla,4400,0.64,LOW,w3,0,8,5280.0
es,huelgas aeropuerto madrid,4400,0,LOW,w3,0,8,5280.0
es,aeropuerto madrid huelga,4400,0,LOW,w3,0,8,5280.0
es,gasolina barata madrid,4400,0.19,LOW,w3,0,8,5280.0
es,fast track t1 aeropuerto adolfo suárez madrid barajas mad,4400,0.45,LOW,w3,0,8,5280.0
es,huelga madrid aeropuerto,4400,0,LOW,w3,0,8,5280.0
es,clinica la luz madrid,4400,3.97,LOW,w3,0,8,5280.0
es,huelga aeropuerto madrid,4400,0,LOW,w3,0,8,5280.0
es,vuelos a santander,4400,0.43,LOW,w3,0,8,5280.0
es,resonancia magnética precio,4400,1.18,LOW,w3,0,8,5280.0
pt,clinica da linha,4400,1.37,LOW,w3,0,8,5280.0
es,costa rica mapa,4400,0.02,LOW,w3,0,8,5280.0
es,mapa américa físico,4400,0.03,LOW,w3,0,8,5280.0
pt,aumento dos combustíveis,4400,0,LOW,w3,0,8,5280.0
pt,aumento combustíveis,4400,0,LOW,w3,0,8,5280.0
pt,aumentos dos combustíveis,4400,0,LOW,w3,0,8,5280.0
pt,tabela remuneratória função pública 2026,4400,0,LOW,w3,0,8,5280.0
pt,aumento combustível,4400,0,LOW,w3,0,8,5280.0
es,aeropuerto de estambul,4400,1.08,LOW,w3,0,8,5280.0
es,alquiler coche tenerife,18100,2.73,HIGH,w5,14,7,5279.2
es,parking autocaravanas,18100,0.2,LOW,w5,26,7,5279.2
es,lluvias en valencia,40500,0,LOW,w3,71,7,5250.0
pt,estacionamento chão do loureiro emel,6600,0.32,LOW,w3,7,9,5241.2
es,dgt resultados de examen,8100,1.7,LOW,w3,11,9,5207.1
pt,trânsito ponte 25 de abril online câmaras em directo,5400,0,LOW,w3,4,9,5207.1
es,estación mendez alvaro,5400,0.09,LOW,w3,4,9,5207.1
es,clima bilbao,22200,0.15,LOW,w3,54,10,5203.1
es,linea metro roja barcelona,9900,0,LOW,w3,10,7,5197.5
es,puerto marina,9900,0.37,LOW,w3,10,7,5197.5
es,metro de madrid linea 8,9900,0,LOW,w3,10,7,5197.5
es,mapa metro madrid 2025,9900,0,LOW,w3,10,7,5197.5
pt,linha azul metro,9900,0.55,LOW,w3,10,7,5197.5
es,rastreator seguro coche,22200,2.04,MEDIUM,w5,20,7,5180.0
es,precio diésel hoy,9900,0.37,LOW,seed,13,8,5165.2
es,precio diesel hoy,9900,0.37,LOW,w3,13,8,5165.2
es,aeropuerto de londres-heathrow,9900,1.53,LOW,w3,13,8,5165.2
es,puerto de tazacorte,5400,0.41,LOW,w3,1,7,5154.5
es,horarios renfe bilbao,14800,0.69,LOW,w3,29,9,5123.1
pt,tempo londres,9900,0,LOW,w5,19,10,5120.7
es,salidas aeropuerto barcelona,8100,0.23,LOW,w3,9,8,5115.8
es,llegadas aeropuerto bilbao,8100,0.1,LOW,w3,9,8,5115.8
es,línea 5 del metro,12100,0,LOW,w5,15,7,5082.0
es,precios gasolineras hoy,27100,0.4,LOW,w3,54,8,5081.2
pt,linha metro,27100,0.48,LOW,w3,46,7,5081.2
es,ryanair vuelos baratos,22200,0.45,MEDIUM,w3,25,8,5074.3
es,aemet barcelona por horas,5400,0,LOW,w3,6,10,5062.5
pt,ipma setubal,14800,0,LOW,w3,34,10,5045.5
es,ayuda alquiler madrid 2025,8100,1.4,LOW,w3,7,7,5002.9
pt,greve no metro,8100,0,LOW,w3,7,7,5002.9
es,parking aeropuerto malaga,18100,1.36,HIGH,w3,19,8,4993.1
es,terminal 1 aeropuerto,5400,0.07,LOW,w3,3,8,4984.6
es,renfe alicante,8100,0.57,LOW,w3,12,9,4970.5
es,resultados de examenes dgt,8100,1.7,LOW,w3,12,9,4970.5
es,resultado de examen dgt,8100,1.7,LOW,w3,12,9,4970.5
es,linea 8 del metro madrid,9900,0,LOW,w3,11,7,4950.0
pt,o tempo para o porto,9900,0,LOW,w3,20,10,4950.0
pt,el tiempo em lisboa,9900,0,LOW,w3,20,10,4950.0
es,tiempo alicante mañana,9900,0,LOW,w3,20,10,4950.0
es,abono renfe media distancia,9900,0,LOW,w3,17,9,4950.0
es,alerta roja valencia: lluvias,9900,0,LOW,w3,11,7,4950.0
es,tiempo aemet malaga,9900,2.87,LOW,w5,20,10,4950.0
pt,tempo Setúbal,6600,0,LOW,seed,10,10,4950.0
es,ayuntamiento de puerto de la cruz,6600,0.3,LOW,w3,4,7,4950.0
es,línea azul metro barcelona,6600,0.5,LOW,w3,4,7,4950.0
es,linea verde barcelona metro,6600,0,LOW,w3,4,7,4950.0
es,fuerte lluvia,6600,0,LOW,w3,4,7,4950.0
es,aeropuerto dubai,6600,2.94,LOW,w3,6,8,4950.0
es,el tiempo en venta de baños,6600,0,LOW,w5,10,10,4950.0
